=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 7525 | 도로명: 서울특별시 중구 다동길 46 | 지번: 서울특별시 중구 다동 92 | 사유: 검색 결과 없음
행 7526 | 도로명: 서울특별시 중구 을지로3길 29 | 지번: 서울특별시 중구 다동 138 | 사유: 검색 결과 없음
행 7527 | 도로명: 서울특별시 중구 을지로3길 34 | 지번: 서울특별시 중구 다동 97 | 사유: 검색 결과 없음
행 7528 | 도로명: 서울특별시 중구 을지로3길 30-4 | 지번: 서울특별시 중구 다동 124-2 | 사유: 검색 결과 없음
행 7529 | 도로명: 서울특별시 중구 을지로3길 30-10 | 지번: 서울특별시 중구 다동 123-2 | 사유: 검색 결과 없음
행 7530 | 도로명: 서울특별시 중구 을지로3길 30-18 | 지번: 서울특별시 중구 다동 123-6 | 사유: 검색 결과 없음
행 7531 | 도로명: 서울특별시 중구 을지로3길 28 | 지번: 서울특별시 중구 다동 126 | 사유: 검색 결과 없음
행 7532 | 도로명: 서울특별시 중구 을지로3길 29 | 지번: 서울특별시 중구 다동 138 | 사유: 검색 결과 없음
행 7533 | 도로명: 서울특별시 중구 을지로3길 25-6 | 지번: 서울특별시 중구 다동 137 | 사유: 검색 결과 없음
행 7534 | 도로명: 서울특별시 중구 을지로3길 20 | 지번: 서울특별시 중구 다동 120 | 사유: 검색 결과 없음
행 7535 | 도로명: 서울특별시 중구 남대문로9길 20 | 지번: 서울특별시 중구 다동 144 | 사유: 검색 결과 없음
행 7536 | 도로명: 서울특별시 중구 을지로3길 30-10 | 지번: 서울특별시 중구 다동 123-2 | 사유: 검색 결과 없음
행 7537 | 도로명: 서울특별시 중구 을지로3길 17 | 지번: 서울특별시 중구 다동 142 | 사유: 검색 결과 없음
행 7538 | 도로명: 서울특별시 중구 을지로3길 24 | 지번: 서울특별시 중구 다동 121-4 | 사유: 검색 결과 없음
행 7539 | 도로명: 서울특별시 중구 남대문로9길 6 | 지번: 서울특별시 중구 다동 115 | 사유: 검색 결과 없음
행 7540 | 도로명: 서울특별시 중구 다동길 11 | 지번: 서울특별시 중구 다동 46 | 사유: 검색 결과 없음
행 7541 | 도로명: 서울특별시 중구 다동길 11 | 지번: 서울특별시 중구 다동 46 | 사유: 검색 결과 없음
행 7542 | 도로명: 서울특별시 중구 남대문로9길 16 | 지번: 서울특별시 중구 다동 143 | 사유: 검색 결과 없음
행 7543 | 도로명: 서울특별시 중구 을지로3길 30-14 | 지번: 서울특별시 중구 다동 123-1 | 사유: 검색 결과 없음
행 7544 | 도로명: 서울특별시 중구 을지로 55 | 지번: 서울특별시 중구 을지로2가 9-10 | 사유: 검색 결과 없음
행 7545 | 도로명: 서울특별시 중구 을지로 55 | 지번: 서울특별시 중구 을지로2가 9-10 | 사유: 검색 결과 없음
행 7546 | 도로명: 서울특별시 중구 명동9길 37-8 | 지번: 서울특별시 중구 을지로2가 199-73 | 사유: 검색 결과 없음
행 7547 | 도로명: 서울특별시 중구 명동13길 27-5 | 지번: 서울특별시 중구 을지로2가 164-11 | 사유: 검색 결과 없음
행 7548 | 도로명: 서울특별시 중구 명동11길 24 | 지번: 서울특별시 중구 을지로2가 185-10 | 사유: 검색 결과 없음
행 7549 | 도로명: 서울특별시 중구 수표로 61 | 지번: 서울특별시 중구 을지로2가 101-1 | 사유: 검색 결과 없음
행 7550 | 도로명: 서울특별시 중구 삼일대로12길 22-1 | 지번: 서울특별시 중구 을지로2가 101-27 | 사유: 검색 결과 없음
행 7551 | 도로명: 서울특별시 중구 삼일대로12길 16-4 | 지번: 서울특별시 중구 을지로2가 101-35 | 사유: 검색 결과 없음
행 7552 | 도로명: 서울특별시 중구 삼일대로12길 16-6 | 지번: 서울특별시 중구 을지로2가 101-34 | 사유: 검색 결과 없음
행 7553 | 도로명: 서울특별시 중구 을지로9길 8 | 지번: 서울특별시 중구 을지로2가 101-28 | 사유: 검색 결과 없음
행 7554 | 도로명: 서울특별시 중구 명동13길 14 | 지번: 서울특별시 중구 저동1가 79-5 | 사유: 검색 결과 없음
행 7555 | 도로명: 서울특별시 중구 명동길 87 | 지번: 서울특별시 중구 저동1가 92-2 | 사유: 검색 결과 없음
행 7556 | 도로명: 서울특별시 중구 삼일대로9길 6-3 | 지번: 서울특별시 중구 저동1가 23-3 | 사유: 검색 결과 없음
행 7557 | 도로명: 서울특별시 중구 삼일대로9길 12 | 지번: 서울특별시 중구 저동1가 20-2 | 사유: 검색 결과 없음
행 7558 | 도로명: 서울특별시 중구 삼일대로9길 12 | 지번: 서울특별시 중구 저동1가 20-2 | 사유: 검색 결과 없음
행 7559 | 도로명: 서울특별시 중구 삼일대로9길 12-5 | 지번: 서울특별시 중구 저동1가 20-5 | 사유: 검색 결과 없음
행 7560 | 도로명: 서울특별시 중구 삼일대로9길 8 | 지번: 서울특별시 중구 저동1가 23-2 | 사유: 검색 결과 없음
행 7561 | 도로명: 서울특별시 중구 삼일대로9길 6 | 지번: 서울특별시 중구 저동1가 23-1 | 사유: 검색 결과 없음
행 7562 | 도로명: 서울특별시 중구 삼일대로12길 18 | 지번: 서울특별시 중구 을지로2가 101-30 | 사유: 검색 결과 없음
행 7563 | 도로명: 서울특별시 중구 을지로11길 29 | 지번: 서울특별시 중구 수표동 11-3 | 사유: 검색 결과 없음
행 7564 | 도로명: 서울특별시 중구 수표로 72-15 | 지번: 서울특별시 중구 수표동 11-23 | 사유: 검색 결과 없음
행 7565 | 도로명: 서울특별시 중구 수표로 72-13 | 지번: 서울특별시 중구 수표동 11-4 | 사유: 검색 결과 없음
행 7566 | 도로명: 서울특별시 중구 수표로 72-7 | 지번: 서울특별시 중구 수표동 11-7 | 사유: 검색 결과 없음
행 7567 | 도로명: 서울특별시 중구 수표로 74 | 지번: 서울특별시 중구 수표동 11-8 | 사유: 검색 결과 없음
행 7568 | 도로명: 서울특별시 중구 수표로 72-12 | 지번: 서울특별시 중구 수표동 35-1 | 사유: 검색 결과 없음
행 7569 | 도로명: 서울특별시 중구 청계천로 110 | 지번: 서울특별시 중구 수표동 11-26 | 사유: 검색 결과 없음
행 7570 | 도로명: 서울특별시 중구 을지로9길 34 | 지번: 서울특별시 중구 수표동 56-17 | 사유: 검색 결과 없음
행 7571 | 도로명: 서울특별시 중구 을지로11길 33 | 지번: 서울특별시 중구 수표동 11-25 | 사유: 검색 결과 없음
행 7572 | 도로명: 서울특별시 중구 삼일대로12길 15 | 지번: 서울특별시 중구 수표동 56-9 | 사유: 검색 결과 없음
행 7573 | 도로명: 서울특별시 중구 을지로9길 14 | 지번: 서울특별시 중구 수표동 56-11 | 사유: 검색 결과 없음
행 7574 | 도로명: 서울특별시 중구 을지로11길 31 | 지번: 서울특별시 중구 수표동 11-2 | 사유: 검색 결과 없음
행 7575 | 도로명: 서울특별시 중구 남대문로 118 | 지번: 서울특별시 중구 남대문로1가 19 | 사유: 검색 결과 없음
행 7576 | 도로명: 서울특별시 중구 남대문로 118 | 지번: 서울특별시 중구 남대문로1가 19 | 사유: 검색 결과 없음
행 7577 | 도로명: 서울특별시 중구 남대문로 116-8 | 지번: 서울특별시 중구 삼각동 112 | 사유: 검색 결과 없음
행 7578 | 도로명: 서울특별시 중구 남대문로 114-1 | 지번: 서울특별시 중구 남대문로1가 21 | 사유: 검색 결과 없음
행 7579 | 도로명: 서울특별시 중구 남대문로 112-1 | 지번: 서울특별시 중구 남대문로1가 22-8 | 사유: 검색 결과 없음
행 7580 | 도로명: 서울특별시 중구 남대문로10길 29 | 지번: 서울특별시 중구 삼각동 117 | 사유: 검색 결과 없음
행 7581 | 도로명: 서울특별시 중구 청계천로 58-5 | 지번: 서울특별시 중구 삼각동 36-3 | 사유: 검색 결과 없음
행 7582 | 도로명: 서울특별시 중구 퇴계로 114 | 지번: 서울특별시 중구 회현동3가 1-10 | 사유: 검색 결과 없음
행 7583 | 도로명: 서울특별시 중구 퇴계로16길 8 | 지번: 서울특별시 중구 회현동3가 2-6 | 사유: 검색 결과 없음
행 7584 | 도로명: 서울특별시 중구 퇴계로16길 8 | 지번: 서울특별시 중구 회현동3가 2-6 | 사유: 검색 결과 없음
행 7585 | 도로명: 서울특별시 중구 퇴계로 110 | 지번: 서울특별시 중구 회현동3가 1-11 | 사유: 검색 결과 없음
행 7586 | 도로명: 서울특별시 중구 퇴계로 110 | 지번: 서울특별시 중구 회현동3가 1-11 | 사유: 검색 결과 없음
행 7587 | 도로명: 서울특별시 중구 퇴계로16길 14-11 | 지번: 서울특별시 중구 회현동3가 4-5 | 사유: 검색 결과 없음
행 7588 | 도로명: 서울특별시 중구 퇴계로16길 32 | 지번: 서울특별시 중구 회현동3가 7 | 사유: 검색 결과 없음
행 7589 | 도로명: 서울특별시 중구 퇴계로16길 30-3 | 지번: 서울특별시 중구 회현동3가 6-6 | 사유: 검색 결과 없음
행 7590 | 도로명: 서울특별시 중구 퇴계로16길 30-3 | 지번: 서울특별시 중구 회현동3가 6-6 | 사유: 검색 결과 없음
행 7591 | 도로명: 서울특별시 중구 퇴계로14길 19-7 | 지번: 서울특별시 중구 회현동3가 6-10 | 사유: 검색 결과 없음
행 7592 | 도로명: 서울특별시 중구 퇴계로14길 19-7 | 지번: 서울특별시 중구 회현동3가 6-10 | 사유: 검색 결과 없음
행 7593 | 도로명: 서울특별시 중구 소공로6길 13-3 | 지번: 서울특별시 중구 회현동2가 30-1 | 사유: 검색 결과 없음
행 7594 | 도로명: 서울특별시 중구 소공로6길 13 | 지번: 서울특별시 중구 회현동2가 31-1 | 사유: 검색 결과 없음
행 7595 | 도로명: 서울특별시 중구 소공로 38-12 | 지번: 서울특별시 중구 회현동2가 20-1 | 사유: 검색 결과 없음
행 7596 | 도로명: 서울특별시 중구 소공로6길 13-9 | 지번: 서울특별시 중구 회현동2가 19-1 | 사유: 검색 결과 없음
행 7597 | 도로명: 서울특별시 중구 소공로 36-7 | 지번: 서울특별시 중구 회현동2가 21-2 | 사유: 검색 결과 없음
행 7598 | 도로명: 서울특별시 중구 소공로 34 | 지번: 서울특별시 중구 회현동2가 34 | 사유: 검색 결과 없음
행 7599 | 도로명: 서울특별시 중구 소공로6길 14 | 지번: 서울특별시 중구 회현동2가 32-2 | 사유: 검색 결과 없음
행 7600 | 도로명: 서울특별시 중구 소공로6가길 2 | 지번: 서울특별시 중구 회현동2가 32-5 | 사유: 검색 결과 없음
행 7601 | 도로명: 서울특별시 중구 소공로6가길 10 | 지번: 서울특별시 중구 회현동2가 42-2 | 사유: 검색 결과 없음
행 7602 | 도로명: 서울특별시 중구 소공로6가길 12 | 지번: 서울특별시 중구 회현동2가 42-17 | 사유: 검색 결과 없음
행 7603 | 도로명: 서울특별시 중구 소공로6나길 9-4 | 지번: 서울특별시 중구 회현동2가 42-24 | 사유: 검색 결과 없음
행 7604 | 도로명: 서울특별시 중구 소공로6가길 27 | 지번: 서울특별시 중구 회현동1가 144-41 | 사유: 검색 결과 없음
행 7605 | 도로명: 서울특별시 중구 소공로6가길 31 | 지번: 서울특별시 중구 회현동1가 144-35 | 사유: 검색 결과 없음
행 7606 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7607 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7608 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7609 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7610 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7611 | 도로명: 서울특별시 중구 소공로4길 25 | 지번: 서울특별시 중구 회현동2가 48-22 | 사유: 검색 결과 없음
행 7612 | 도로명: 서울특별시 중구 소공로4길 25 | 지번: 서울특별시 중구 회현동2가 48-22 | 사유: 검색 결과 없음
행 7613 | 도로명: 서울특별시 중구 소공로4길 19 | 지번: 서울특별시 중구 회현동2가 48-19 | 사유: 검색 결과 없음
행 7614 | 도로명: 서울특별시 중구 소공로4길 23 | 지번: 서울특별시 중구 회현동2가 48-20 | 사유: 검색 결과 없음
행 7615 | 도로명: 서울특별시 중구 소공로4길 17-3 | 지번: 서울특별시 중구 회현동2가 48-16 | 사유: 검색 결과 없음
행 7616 | 도로명: 서울특별시 중구 소공로4길 5 | 지번: 서울특별시 중구 회현동2가 41-9 | 사유: 검색 결과 없음
행 7617 | 도로명: 서울특별시 중구 소공로4길 19 | 지번: 서울특별시 중구 회현동2가 48-19 | 사유: 검색 결과 없음
행 7618 | 도로명: 서울특별시 중구 소공로6나길 17 | 지번: 서울특별시 중구 회현동2가 48-6 | 사유: 검색 결과 없음
행 7619 | 도로명: 서울특별시 중구 소공로6나길 11 | 지번: 서울특별시 중구 회현동2가 42-7 | 사유: 검색 결과 없음
행 7620 | 도로명: 서울특별시 중구 소공로6나길 8 | 지번: 서울특별시 중구 회현동2가 42-10 | 사유: 검색 결과 없음
행 7621 | 도로명: 서울특별시 중구 소공로6나길 6 | 지번: 서울특별시 중구 회현동2가 42-9 | 사유: 검색 결과 없음
행 7622 | 도로명: 서울특별시 중구 퇴계로16길 26 | 지번: 서울특별시 중구 회현동3가 6-1 | 사유: 검색 결과 없음
행 7623 | 도로명: 서울특별시 중구 퇴계로16길 26 | 지번: 서울특별시 중구 회현동3가 6-1 | 사유: 검색 결과 없음
행 7624 | 도로명: 서울특별시 중구 소공로6가길 23 | 지번: 서울특별시 중구 회현동1가 144-24 | 사유: 검색 결과 없음
행 7625 | 도로명: 서울특별시 중구 퇴계로16길 34 | 지번: 서울특별시 중구 회현동3가 6-12 | 사유: 검색 결과 없음
행 7626 | 도로명: 서울특별시 중구 퇴계로16길 20 | 지번: 서울특별시 중구 회현동3가 4-1 | 사유: 검색 결과 없음
행 7627 | 도로명: 서울특별시 중구 소파로 83 | 지번: 서울특별시 중구 회현동1가 산 1-19 | 사유: 검색 결과 없음
행 7628 | 도로명: 서울특별시 중구 소공로4길 25 | 지번: 서울특별시 중구 회현동2가 48-22 | 사유: 검색 결과 없음
행 7629 | 도로명: 서울특별시 중구 퇴계로14길 19-3 | 지번: 서울특별시 중구 회현동3가 9-12 | 사유: 검색 결과 없음
행 7630 | 도로명: 서울특별시 중구 퇴계로18길 92 | 지번: 서울특별시 중구 회현동1가 144-38 | 사유: 검색 결과 없음
행 7631 | 도로명: 서울특별시 중구 소공로 6가길 23-1 | 지번: 서울특별시 중구 회현동1가 144-25 | 사유: 검색 결과 없음
행 7632 | 도로명: 서울특별시 중구 퇴계로18길 103 | 지번: 서울특별시 중구 남산동2가 50-7 | 사유: 검색 결과 없음
행 7633 | 도로명: 서울특별시 중구 퇴계로6가길 26 | 지번: 서울특별시 중구 남창동 205-121 | 사유: 검색 결과 없음
행 7634 | 도로명: 서울특별시 중구 퇴계로6길 22-8 | 지번: 서울특별시 중구 남창동 190-17 | 사유: 검색 결과 없음
행 7635 | 도로명: 서울특별시 중구 퇴계로6길 22-15 | 지번: 서울특별시 중구 남창동 190-9 | 사유: 검색 결과 없음
행 7636 | 도로명: 서울특별시 중구 퇴계로6길 22-11 | 지번: 서울특별시 중구 남창동 190-22 | 사유: 검색 결과 없음
행 7637 | 도로명: 서울특별시 중구 퇴계로6가길 1 | 지번: 서울특별시 중구 남창동 192 | 사유: 검색 결과 없음
행 7638 | 도로명: 서울특별시 중구 퇴계로6가길 22 | 지번: 서울특별시 중구 남창동 205-95 | 사유: 검색 결과 없음
행 7639 | 도로명: 서울특별시 중구 퇴계로6길 36 | 지번: 서울특별시 중구 남창동 202 | 사유: 검색 결과 없음
행 7640 | 도로명: 서울특별시 중구 퇴계로6가길 12-5 | 지번: 서울특별시 중구 남창동 195-1 | 사유: 검색 결과 없음
행 7641 | 도로명: 서울특별시 중구 퇴계로6가길 12-7 | 지번: 서울특별시 중구 남창동 195-1 | 사유: 검색 결과 없음
행 7642 | 도로명: 서울특별시 중구 퇴계로6가길 22 | 지번: 서울특별시 중구 남창동 205-95 | 사유: 검색 결과 없음
행 7643 | 도로명: 서울특별시 중구 퇴계로6가길 24 | 지번: 서울특별시 중구 남창동 205-94 | 사유: 검색 결과 없음
행 7644 | 도로명: 서울특별시 중구 퇴계로6가길 32 | 지번: 서울특별시 중구 남창동 205-122 | 사유: 검색 결과 없음
행 7645 | 도로명: 서울특별시 중구 퇴계로6길 36 | 지번: 서울특별시 중구 남창동 202 | 사유: 검색 결과 없음
행 7646 | 도로명: 서울특별시 중구 퇴계로6길 48 | 지번: 서울특별시 중구 남창동 203-5 | 사유: 검색 결과 없음
행 7647 | 도로명: 서울특별시 중구 퇴계로6길 46-5 | 지번: 서울특별시 중구 남창동 203-9 | 사유: 검색 결과 없음
행 7648 | 도로명: 서울특별시 중구 퇴계로6길 51 | 지번: 서울특별시 중구 남창동 203-10 | 사유: 검색 결과 없음
행 7649 | 도로명: 서울특별시 중구 퇴계로6길 22-7 | 지번: 서울특별시 중구 남창동 190-15 | 사유: 검색 결과 없음
행 7650 | 도로명: 서울특별시 중구 퇴계로4길 16 | 지번: 서울특별시 중구 남창동 190-2 | 사유: 검색 결과 없음
행 7651 | 도로명: 서울특별시 중구 퇴계로 46-10 | 지번: 서울특별시 중구 남창동 187 | 사유: 검색 결과 없음
행 7652 | 도로명: 서울특별시 중구 퇴계로6길 14 | 지번: 서울특별시 중구 남창동 186 | 사유: 검색 결과 없음
행 7653 | 도로명: 서울특별시 중구 퇴계로 34 | 지번: 서울특별시 중구 남창동 236-12 | 사유: 검색 결과 없음
행 7654 | 도로명: 서울특별시 중구 퇴계로 34 | 지번: 서울특별시 중구 남창동 236-12 | 사유: 검색 결과 없음
행 7655 | 도로명: 서울특별시 중구 퇴계로 32 | 지번: 서울특별시 중구 남창동 236-15 | 사유: 검색 결과 없음
행 7656 | 도로명: 서울특별시 중구 퇴계로 32 | 지번: 서울특별시 중구 남창동 236-15 | 사유: 검색 결과 없음
행 7657 | 도로명: 서울특별시 중구 소월로1길 6 | 지번: 서울특별시 중구 남창동 232-2 | 사유: 검색 결과 없음
행 7658 | 도로명: 서울특별시 중구 소월로1길 10-2 | 지번: 서울특별시 중구 남창동 210-2 | 사유: 검색 결과 없음
행 7659 | 도로명: 서울특별시 중구 소월로1길 10-2 | 지번: 서울특별시 중구 남창동 210-2 | 사유: 검색 결과 없음
행 7660 | 도로명: 서울특별시 중구 소월로1길 8-8 | 지번: 서울특별시 중구 남창동 223 | 사유: 검색 결과 없음
행 7661 | 도로명: 서울특별시 중구 소월로1길 8-14 | 지번: 서울특별시 중구 남창동 216-1 | 사유: 검색 결과 없음
행 7662 | 도로명: 서울특별시 중구 퇴계로2길 26-6 | 지번: 서울특별시 중구 남창동 216-1 | 사유: 검색 결과 없음
행 7663 | 도로명: 서울특별시 중구 퇴계로2길 26-6 | 지번: 서울특별시 중구 남창동 216-1 | 사유: 검색 결과 없음
행 7664 | 도로명: 서울특별시 중구 소월로 39 | 지번: 서울특별시 중구 남창동 205-81 | 사유: 검색 결과 없음
행 7665 | 도로명: 서울특별시 중구 퇴계로2길 26 | 지번: 서울특별시 중구 남창동 212 | 사유: 검색 결과 없음
행 7666 | 도로명: 서울특별시 중구 퇴계로2길 22-6 | 지번: 서울특별시 중구 남창동 213-5 | 사유: 검색 결과 없음
행 7667 | 도로명: 서울특별시 중구 퇴계로2길 19 | 지번: 서울특별시 중구 남창동 205-100 | 사유: 검색 결과 없음
행 7668 | 도로명: 서울특별시 중구 퇴계로2길 15-6 | 지번: 서울특별시 중구 남창동 205-44 | 사유: 검색 결과 없음
행 7669 | 도로명: 서울특별시 중구 퇴계로2길 16 | 지번: 서울특별시 중구 남창동 209-1 | 사유: 검색 결과 없음
행 7670 | 도로명: 서울특별시 중구 퇴계로2길 13 | 지번: 서울특별시 중구 남창동 205-61 | 사유: 검색 결과 없음
행 7671 | 도로명: 서울특별시 중구 소월로1길 10-1 | 지번: 서울특별시 중구 남창동 210-7 | 사유: 검색 결과 없음
행 7672 | 도로명: 서울특별시 중구 퇴계로 36 | 지번: 서울특별시 중구 남창동 169-2 | 사유: 검색 결과 없음
행 7673 | 도로명: 서울특별시 중구 퇴계로2길 9-6 | 지번: 서울특별시 중구 남창동 205-101 | 사유: 검색 결과 없음
행 7674 | 도로명: 서울특별시 중구 퇴계로6가길 36-2 | 지번: 서울특별시 중구 남창동 205-152 | 사유: 검색 결과 없음
행 7675 | 도로명: 서울특별시 중구 퇴계로6가길 36-5 | 지번: 서울특별시 중구 남창동 205-84 | 사유: 검색 결과 없음
행 7676 | 도로명: 서울특별시 중구 퇴계로6가길 36-10 | 지번: 서울특별시 중구 남창동 205-141 | 사유: 검색 결과 없음
행 7677 | 도로명: 서울특별시 중구 퇴계로2길 15-6 | 지번: 서울특별시 중구 남창동 205-44 | 사유: 검색 결과 없음
행 7678 | 도로명: 서울특별시 중구 퇴계로6가길 34 | 지번: 서울특별시 중구 남창동 205-123 | 사유: 검색 결과 없음
행 7679 | 도로명: 서울특별시 중구 퇴계로6가길 36-2 | 지번: 서울특별시 중구 남창동 205-152 | 사유: 검색 결과 없음
행 7680 | 도로명: 서울특별시 중구 퇴계로2길 15-4 | 지번: 서울특별시 중구 남창동 205-43 | 사유: 검색 결과 없음
행 7681 | 도로명: 서울특별시 중구 퇴계로2길 26 | 지번: 서울특별시 중구 남창동 212 | 사유: 검색 결과 없음
행 7682 | 도로명: 서울특별시 중구 퇴계로2길 9-3 | 지번: 서울특별시 중구 남창동 205-26 | 사유: 검색 결과 없음
행 7683 | 도로명: 서울특별시 중구 퇴계로6가길 30-7 | 지번: 서울특별시 중구 남창동 205-18 | 사유: 검색 결과 없음
행 7684 | 도로명: 서울특별시 중구 퇴계로2길 30 | 지번: 서울특별시 중구 남창동 205-153 | 사유: 검색 결과 없음
행 7685 | 도로명: 서울특별시 중구 퇴계로2길 30 | 지번: 서울특별시 중구 남창동 205-153 | 사유: 검색 결과 없음
행 7686 | 도로명: 서울특별시 중구 퇴계로2길 7 | 지번: 서울특별시 중구 남창동 205-39 | 사유: 검색 결과 없음
행 7687 | 도로명: 서울특별시 중구 퇴계로6길 3-29 | 지번: 서울특별시 중구 회현동1가 194-78 | 사유: 검색 결과 없음
행 7688 | 도로명: 서울특별시 중구 퇴계로6길 5 | 지번: 서울특별시 중구 회현동1가 180-2 | 사유: 검색 결과 없음
행 7689 | 도로명: 서울특별시 중구 퇴계로6길 17 | 지번: 서울특별시 중구 회현동1가 172-4 | 사유: 검색 결과 없음
행 7690 | 도로명: 서울특별시 중구 퇴계로6길 21 | 지번: 서울특별시 중구 회현동1가 171-1 | 사유: 검색 결과 없음
행 7691 | 도로명: 서울특별시 중구 퇴계로6길 25-7 | 지번: 서울특별시 중구 회현동1가 161-1 | 사유: 검색 결과 없음
행 7692 | 도로명: 서울특별시 중구 퇴계로6길 25-10 | 지번: 서울특별시 중구 회현동1가 161-10 | 사유: 검색 결과 없음
행 7693 | 도로명: 서울특별시 중구 퇴계로6길 27 | 지번: 서울특별시 중구 회현동1가 160-1 | 사유: 검색 결과 없음
행 7694 | 도로명: 서울특별시 중구 퇴계로6길 29 | 지번: 서울특별시 중구 회현동1가 158-2 | 사유: 검색 결과 없음
행 7695 | 도로명: 서울특별시 중구 퇴계로30길 21-1 | 지번: 서울특별시 중구 예장동 2-73 | 사유: 검색 결과 없음
행 7696 | 도로명: 서울특별시 중구 퇴계로30길 29 | 지번: 서울특별시 중구 예장동 1-5 | 사유: 검색 결과 없음
행 7697 | 도로명: 서울특별시 중구 퇴계로30길 35-1 | 지번: 서울특별시 중구 예장동 1-91 | 사유: 검색 결과 없음
행 7698 | 도로명: 서울특별시 중구 퇴계로30길 35-4 | 지번: 서울특별시 중구 예장동 1-94 | 사유: 검색 결과 없음
행 7699 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7700 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7701 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7702 | 도로명: 서울특별시 중구 퇴계로30길 15-6 | 지번: 서울특별시 중구 필동1가 24-37 | 사유: 검색 결과 없음
행 7703 | 도로명: 서울특별시 중구 퇴계로30길 15-8 | 지번: 서울특별시 중구 필동1가 26 | 사유: 검색 결과 없음
행 7704 | 도로명: 서울특별시 중구 퇴계로32길 22 | 지번: 서울특별시 중구 예장동 1-4 | 사유: 검색 결과 없음
행 7705 | 도로명: 서울특별시 중구 퇴계로32길 20-1 | 지번: 서울특별시 중구 필동2가 84-94 | 사유: 검색 결과 없음
행 7706 | 도로명: 서울특별시 중구 퇴계로32길 28 | 지번: 서울특별시 중구 예장동 1-69 | 사유: 검색 결과 없음
행 7707 | 도로명: 서울특별시 중구 퇴계로32길 24-7 | 지번: 서울특별시 중구 예장동 1-9 | 사유: 검색 결과 없음
행 7708 | 도로명: 서울특별시 중구 퇴계로32길 28 | 지번: 서울특별시 중구 예장동 1-69 | 사유: 검색 결과 없음
행 7709 | 도로명: 서울특별시 중구 퇴계로32길 30 | 지번: 서울특별시 중구 예장동 1-34 | 사유: 검색 결과 없음
행 7710 | 도로명: 서울특별시 중구 퇴계로32길 30-4 | 지번: 서울특별시 중구 예장동 1-12 | 사유: 검색 결과 없음
행 7711 | 도로명: 서울특별시 중구 퇴계로32길 36-4 | 지번: 서울특별시 중구 예장동 1-16 | 사유: 검색 결과 없음
행 7712 | 도로명: 서울특별시 중구 퇴계로32길 36 | 지번: 서울특별시 중구 예장동 1-35 | 사유: 검색 결과 없음
행 7713 | 도로명: 서울특별시 중구 퇴계로32길 36-4 | 지번: 서울특별시 중구 예장동 1-16 | 사유: 검색 결과 없음
행 7714 | 도로명: 서울특별시 중구 퇴계로32길 40-4 | 지번: 서울특별시 중구 예장동 1-19 | 사유: 검색 결과 없음
행 7715 | 도로명: 서울특별시 중구 퇴계로32길 42-1 | 지번: 서울특별시 중구 예장동 1-21 | 사유: 검색 결과 없음
행 7716 | 도로명: 서울특별시 중구 퇴계로32길 40-3 | 지번: 서울특별시 중구 예장동 1-20 | 사유: 검색 결과 없음
행 7717 | 도로명: 서울특별시 중구 퇴계로34길 28 | 지번: 서울특별시 중구 필동2가 84-1 | 사유: 검색 결과 없음
행 7718 | 도로명: 서울특별시 중구 퇴계로34길 26 | 지번: 서울특별시 중구 필동2가 84-137 | 사유: 검색 결과 없음
행 7719 | 도로명: 서울특별시 중구 퇴계로34길 16-4 | 지번: 서울특별시 중구 필동1가 32-8 | 사유: 검색 결과 없음
행 7720 | 도로명: 서울특별시 중구 퇴계로 190 | 지번: 서울특별시 중구 필동1가 30-1 | 사유: 검색 결과 없음
행 7721 | 도로명: 서울특별시 중구 퇴계로32길 6 | 지번: 서울특별시 중구 필동1가 29-1 | 사유: 검색 결과 없음
행 7722 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7723 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7724 | 도로명: 서울특별시 중구 퇴계로30길 17-2 | 지번: 서울특별시 중구 필동1가 24-40 | 사유: 검색 결과 없음
